,id,popularity,original_title,director,runtime,genres,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj,income_adj
39,76757,6.189369,Jupiter Ascending,Lana Wachowski|Lilly Wachowski,124,Science Fiction|Fantasy|Action|Adventure,Village Roadshow Pictures,1937,5.2,2015,161919931.51523,169268630.681802,7348699.166572005
40,76757,6.189369,Jupiter Ascending,Lana Wachowski|Lilly Wachowski,124,Science Fiction|Fantasy|Action|Adventure,Dune Entertainment,1937,5.2,2015,161919931.51523,169268630.681802,7348699.166572005
41,76757,6.189369,Jupiter Ascending,Lana Wachowski|Lilly Wachowski,124,Science Fiction|Fantasy|Action|Adventure,Anarchos Productions,1937,5.2,2015,161919931.51523,169268630.681802,7348699.166572005
42,76757,6.189369,Jupiter Ascending,Lana Wachowski|Lilly Wachowski,124,Science Fiction|Fantasy|Action|Adventure,Warner Bros.,1937,5.2,2015,161919931.51523,169268630.681802,7348699.166572005
43,264660,6.118847,Ex Machina,Alex Garland,108,Drama|Science Fiction,DNA Films,2854,7.6,2015,13799993.9280026,33919845.9552677,20119852.027265098
44,264660,6.118847,Ex Machina,Alex Garland,108,Drama|Science Fiction,Universal Pictures International (UPI),2854,7.6,2015,13799993.9280026,33919845.9552677,20119852.027265098
45,264660,6.118847,Ex Machina,Alex Garland,108,Drama|Science Fiction,Film4,2854,7.6,2015,13799993.9280026,33919845.9552677,20119852.027265098
46,257344,5.984995,Pixels,Chris Columbus,105,Action|Comedy|Science Fiction,Columbia Pictures,1575,5.8,2015,80959964.37761559,224146025.095748,143186060.71813244
47,257344,5.984995,Pixels,Chris Columbus,105,Action|Comedy|Science Fiction,Happy Madison Productions,1575,5.8,2015,80959964.37761559,224146025.095748,143186060.71813244
48,99861,5.944927,Avengers: Age of Ultron,Joss Whedon,141,Action|Adventure|Science Fiction,Marvel Studios,4304,7.4,2015,257599886.656049,1292632336.88177,1035032450.2257209
49,99861,5.944927,Avengers: Age of Ultron,Joss Whedon,141,Action|Adventure|Science Fiction,Prime Focus,4304,7.4,2015,257599886.656049,1292632336.88177,1035032450.2257209
50,99861,5.944927,Avengers: Age of Ultron,Joss Whedon,141,Action|Adventure|Science Fiction,Revolution Sun Studios,4304,7.4,2015,257599886.656049,1292632336.88177,1035032450.2257209
51,273248,5.8984,The Hateful Eight,Quentin Tarantino,167,Crime|Drama|Mystery|Western,Double Feature Films,2389,7.4,2015,40479982.18880779,143299244.588332,102819262.39952421
52,273248,5.8984,The Hateful Eight,Quentin Tarantino,167,Crime|Drama|Mystery|Western,The Weinstein Company,2389,7.4,2015,40479982.18880779,143299244.588332,102819262.39952421
53,273248,5.8984,The Hateful Eight,Quentin Tarantino,167,Crime|Drama|Mystery|Western,FilmColony,2389,7.4,2015,40479982.18880779,143299244.588332,102819262.39952421
54,260346,5.749758,Taken 3,Olivier Megaton,109,Crime|Action|Thriller,Twentieth Century Fox Film Corporation,1578,6.1,2015,44159980.5696085,299709578.207785,255549597.6381765
55,260346,5.749758,Taken 3,Olivier Megaton,109,Crime|Action|Thriller,M6 Films,1578,6.1,2015,44159980.5696085,299709578.207785,255549597.6381765
56,260346,5.749758,Taken 3,Olivier Megaton,109,Crime|Action|Thriller,Canal+,1578,6.1,2015,44159980.5696085,299709578.207785,255549597.6381765
57,260346,5.749758,Taken 3,Olivier Megaton,109,Crime|Action|Thriller,EuropaCorp,1578,6.1,2015,44159980.5696085,299709578.207785,255549597.6381765
58,260346,5.749758,Taken 3,Olivier Megaton,109,Crime|Action|Thriller,Cin̩+,1578,6.1,2015,44159980.5696085,299709578.207785,255549597.6381765
59,102899,5.5731839999999995,Ant-Man,Peyton Reed,115,Science Fiction|Action|Adventure,Marvel Studios,3779,7.0,2015,119599947.376023,477113780.029936,357513832.653913
60,150689,5.556818,Cinderella,Kenneth Branagh,112,Romance|Fantasy|Family|Drama,Walt Disney Pictures,1495,6.8,2015,87399961.54401691,498963025.21626794,411563063.67225105
61,150689,5.556818,Cinderella,Kenneth Branagh,112,Romance|Fantasy|Family|Drama,Genre Films,1495,6.8,2015,87399961.54401691,498963025.21626794,411563063.67225105
62,150689,5.556818,Cinderella,Kenneth Branagh,112,Romance|Fantasy|Family|Drama,Beagle Pug Films,1495,6.8,2015,87399961.54401691,498963025.21626794,411563063.67225105
63,150689,5.556818,Cinderella,Kenneth Branagh,112,Romance|Fantasy|Family|Drama,Allison Shearmur Productions,1495,6.8,2015,87399961.54401691,498963025.21626794,411563063.67225105
64,131634,5.476958,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,War|Adventure|Science Fiction,Studio Babelsberg,2380,6.5,2015,147199935.232028,598481289.508232,451281354.276204
65,131634,5.476958,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,War|Adventure|Science Fiction,StudioCanal,2380,6.5,2015,147199935.232028,598481289.508232,451281354.276204
66,131634,5.476958,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,War|Adventure|Science Fiction,Lionsgate,2380,6.5,2015,147199935.232028,598481289.508232,451281354.276204
67,131634,5.476958,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,War|Adventure|Science Fiction,Walt Disney Studios Motion Pictures,2380,6.5,2015,147199935.232028,598481289.508232,451281354.276204
68,131634,5.476958,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,War|Adventure|Science Fiction,Color Force,2380,6.5,2015,147199935.232028,598481289.508232,451281354.276204
69,158852,5.4621379999999995,Tomorrowland,Brad Bird,130,Action|Family|Science Fiction|Adventure|Mystery,Walt Disney Pictures,1899,6.2,2015,174799923.08803302,192312729.942398,17512806.85436499
70,158852,5.4621379999999995,Tomorrowland,Brad Bird,130,Action|Family|Science Fiction|Adventure|Mystery,Babieka,1899,6.2,2015,174799923.08803302,192312729.942398,17512806.85436499
71,158852,5.4621379999999995,Tomorrowland,Brad Bird,130,Action|Family|Science Fiction|Adventure|Mystery,A113,1899,6.2,2015,174799923.08803302,192312729.942398,17512806.85436499
72,307081,5.337064,Southpaw,Antoine Fuqua,123,Action|Drama,Escape Artists,1386,7.3,2015,27599987.856005296,84373003.7158783,56773015.859873
73,307081,5.337064,Southpaw,Antoine Fuqua,123,Action|Drama,Riche-Ludwig Productions,1386,7.3,2015,27599987.856005296,84373003.7158783,56773015.859873
74,254128,4.907832,San Andreas,Brad Peyton,114,Action|Drama|Thriller,New Line Cinema,2060,6.1,2015,101199955.47201899,432851374.985395,331651419.513376
75,254128,4.907832,San Andreas,Brad Peyton,114,Action|Drama|Thriller,Village Roadshow Pictures,2060,6.1,2015,101199955.47201899,432851374.985395,331651419.513376
76,254128,4.907832,San Andreas,Brad Peyton,114,Action|Drama|Thriller,Warner Bros.,2060,6.1,2015,101199955.47201899,432851374.985395,331651419.513376
77,254128,4.907832,San Andreas,Brad Peyton,114,Action|Drama|Thriller,Flynn Picture Company,2060,6.1,2015,101199955.47201899,432851374.985395,331651419.513376
78,216015,4.71040199999999,Fifty Shades of Grey,Sam Taylor-Johnson,125,Drama|Romance,Focus Features,1865,5.3,2015,36799983.808007106,524079119.045187,487279135.2371799
79,216015,4.71040199999999,Fifty Shades of Grey,Sam Taylor-Johnson,125,Drama|Romance,Trigger Street Productions,1865,5.3,2015,36799983.808007106,524079119.045187,487279135.2371799
80,216015,4.71040199999999,Fifty Shades of Grey,Sam Taylor-Johnson,125,Drama|Romance,Michael De Luca Productions,1865,5.3,2015,36799983.808007106,524079119.045187,487279135.2371799
81,318846,4.648046,The Big Short,Adam McKay,130,Comedy|Drama,Paramount Pictures,1545,7.3,2015,25759988.665604897,122678731.54135801,96918742.8757531
82,318846,4.648046,The Big Short,Adam McKay,130,Comedy|Drama,Plan B Entertainment,1545,7.3,2015,25759988.665604897,122678731.54135801,96918742.8757531
83,318846,4.648046,The Big Short,Adam McKay,130,Comedy|Drama,Regency Enterprises,1545,7.3,2015,25759988.665604897,122678731.54135801,96918742.8757531
84,177677,4.566713,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,Action,Paramount Pictures,2349,7.1,2015,137999939.280026,627743451.672881,489743512.39285505
85,177677,4.566713,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,Action,Skydance Productions,2349,7.1,2015,137999939.280026,627743451.672881,489743512.39285505
86,177677,4.566713,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,Action,China Movie Channel,2349,7.1,2015,137999939.280026,627743451.672881,489743512.39285505
87,177677,4.566713,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,Action,Bad Robot,2349,7.1,2015,137999939.280026,627743451.672881,489743512.39285505
88,177677,4.566713,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,Action,TC Productions,2349,7.1,2015,137999939.280026,627743451.672881,489743512.39285505
89,214756,4.5645489999999995,Ted 2,Seth MacFarlane,115,Comedy,Universal Pictures,1666,6.3,2015,62559972.4736121,198594430.13845,136034457.6648379
90,214756,4.5645489999999995,Ted 2,Seth MacFarlane,115,Comedy,Media Rights Capital,1666,6.3,2015,62559972.4736121,198594430.13845,136034457.6648379
91,214756,4.5645489999999995,Ted 2,Seth MacFarlane,115,Comedy,Fuzzy Door Productions,1666,6.3,2015,62559972.4736121,198594430.13845,136034457.6648379
92,207703,4.503789,Kingsman: The Secret Service,Matthew Vaughn,130,Crime|Comedy|Action|Adventure,Twentieth Century Fox Film Corporation,3833,7.6,2015,74519967.21121441,371497801.660967,296977834.44975257
93,207703,4.503789,Kingsman: The Secret Service,Matthew Vaughn,130,Crime|Comedy|Action|Adventure,Marv Films,3833,7.6,2015,74519967.21121441,371497801.660967,296977834.44975257
94,207703,4.503789,Kingsman: The Secret Service,Matthew Vaughn,130,Crime|Comedy|Action|Adventure,TSG Entertainment,3833,7.6,2015,74519967.21121441,371497801.660967,296977834.44975257
95,207703,4.503789,Kingsman: The Secret Service,Matthew Vaughn,130,Crime|Comedy|Action|Adventure,Cloudy Productions,3833,7.6,2015,74519967.21121441,371497801.660967,296977834.44975257
96,314365,4.062293,Spotlight,Tom McCarthy,128,Drama|Thriller|History,Participant Media,1559,7.8,2015,18399991.9040035,81278719.39736341,62878727.49335991
97,314365,4.062293,Spotlight,Tom McCarthy,128,Drama|Thriller|History,Open Road Films,1559,7.8,2015,18399991.9040035,81278719.39736341,62878727.49335991
98,314365,4.062293,Spotlight,Tom McCarthy,128,Drama|Thriller|History,Anonymous Content,1559,7.8,2015,18399991.9040035,81278719.39736341,62878727.49335991
99,314365,4.062293,Spotlight,Tom McCarthy,128,Drama|Thriller|History,Rocklin / Faust,1559,7.8,2015,18399991.9040035,81278719.39736341,62878727.49335991
100,314365,4.062293,Spotlight,Tom McCarthy,128,Drama|Thriller|History,Entertainment One Features,1559,7.8,2015,18399991.9040035,81278719.39736341,62878727.49335991
101,294254,3.968891,Maze Runner: The Scorch Trials,Wes Ball,132,Action|Science Fiction|Thriller,Gotham Group,1849,6.4,2015,56119975.30721079,286356245.923251,230236270.61604017
102,294254,3.968891,Maze Runner: The Scorch Trials,Wes Ball,132,Action|Science Fiction|Thriller,Temple Hill Entertainment,1849,6.4,2015,56119975.30721079,286356245.923251,230236270.61604017
103,294254,3.968891,Maze Runner: The Scorch Trials,Wes Ball,132,Action|Science Fiction|Thriller,TSG Entertainment,1849,6.4,2015,56119975.30721079,286356245.923251,230236270.61604017
104,280996,3.927333,Mr. Holmes,Bill Condon,103,Mystery|Drama,BBC Films,425,6.4,2015,0.0,27006774.877019,27006774.877019
105,280996,3.927333,Mr. Holmes,Bill Condon,103,Mystery|Drama,See-Saw Films,425,6.4,2015,0.0,27006774.877019,27006774.877019
106,280996,3.927333,Mr. Holmes,Bill Condon,103,Mystery|Drama,FilmNation Entertainment,425,6.4,2015,0.0,27006774.877019,27006774.877019
107,280996,3.927333,Mr. Holmes,Bill Condon,103,Mystery|Drama,Archer Gray,425,6.4,2015,0.0,27006774.877019,27006774.877019
108,280996,3.927333,Mr. Holmes,Bill Condon,103,Mystery|Drama,AI-Film,425,6.4,2015,0.0,27006774.877019,27006774.877019
109,198184,3.899557,Chappie,Neill Blomkamp,120,Crime|Action|Science Fiction,Columbia Pictures,1990,6.6,2015,45079980.164808705,93903685.2423785,48823705.0775698
110,198184,3.899557,Chappie,Neill Blomkamp,120,Crime|Action|Science Fiction,Media Rights Capital,1990,6.6,2015,45079980.164808705,93903685.2423785,48823705.0775698
111,198184,3.899557,Chappie,Neill Blomkamp,120,Crime|Action|Science Fiction,Sony Pictures Entertainment (SPE),1990,6.6,2015,45079980.164808705,93903685.2423785,48823705.0775698
112,198184,3.899557,Chappie,Neill Blomkamp,120,Crime|Action|Science Fiction,Alpha Core,1990,6.6,2015,45079980.164808705,93903685.2423785,48823705.0775698
113,198184,3.899557,Chappie,Neill Blomkamp,120,Crime|Action|Science Fiction,Genre Films,1990,6.6,2015,45079980.164808705,93903685.2423785,48823705.0775698
114,254470,3.877764,Pitch Perfect 2,Elizabeth Banks,115,Comedy|Music,Universal Pictures,1264,6.8,2015,26679988.260805104,264505582.09754303,237825593.83673793
115,254470,3.877764,Pitch Perfect 2,Elizabeth Banks,115,Comedy|Music,Gold Circle Films,1264,6.8,2015,26679988.260805104,264505582.09754303,237825593.83673793
116,254470,3.877764,Pitch Perfect 2,Elizabeth Banks,115,Comedy|Music,Brownstone Productions,1264,6.8,2015,26679988.260805104,264505582.09754303,237825593.83673793
117,296098,3.6482099999999997,Bridge of Spies,Steven Spielberg,141,Thriller|Drama,DreamWorks SKG,1638,7.1,2015,36799983.808007106,149601569.335309,112801585.5273019
118,296098,3.6482099999999997,Bridge of Spies,Steven Spielberg,141,Thriller|Drama,Amblin Entertainment,1638,7.1,2015,36799983.808007106,149601569.335309,112801585.5273019
119,296098,3.6482099999999997,Bridge of Spies,Steven Spielberg,141,Thriller|Drama,Studio Babelsberg,1638,7.1,2015,36799983.808007106,149601569.335309,112801585.5273019
120,296098,3.6482099999999997,Bridge of Spies,Steven Spielberg,141,Thriller|Drama,Fox 2000 Pictures,1638,7.1,2015,36799983.808007106,149601569.335309,112801585.5273019
121,296098,3.6482099999999997,Bridge of Spies,Steven Spielberg,141,Thriller|Drama,Marc Platt Productions,1638,7.1,2015,36799983.808007106,149601569.335309,112801585.5273019
122,257445,3.6445410000000003,Goosebumps,Rob Letterman,103,Adventure|Horror|Comedy,Columbia Pictures,600,6.2,2015,53359976.5216103,138157089.01088,84797112.4892697
123,257445,3.6445410000000003,Goosebumps,Rob Letterman,103,Adventure|Horror|Comedy,Original Film,600,6.2,2015,53359976.5216103,138157089.01088,84797112.4892697
124,257445,3.6445410000000003,Goosebumps,Rob Letterman,103,Adventure|Horror|Comedy,Scholastic Entertainment,600,6.2,2015,53359976.5216103,138157089.01088,84797112.4892697
125,264644,3.557846,Room,Lenny Abrahamson,117,Drama|Thriller,Element Pictures,1520,8.0,2015,5519997.57120106,32569603.029374603,27049605.458173543
126,264644,3.557846,Room,Lenny Abrahamson,117,Drama|Thriller,No Trace Camping,1520,8.0,2015,5519997.57120106,32569603.029374603,27049605.458173543
127,264644,3.557846,Room,Lenny Abrahamson,117,Drama|Thriller,A24,1520,8.0,2015,5519997.57120106,32569603.029374603,27049605.458173543
128,264644,3.557846,Room,Lenny Abrahamson,117,Drama|Thriller,Duperele Films,1520,8.0,2015,5519997.57120106,32569603.029374603,27049605.458173543
129,339527,3.358321,Solace,Afonso Poyart,101,Crime|Drama|Mystery,Eden Rock Media,474,6.2,2015,0.0,20566197.1908732,20566197.1908732
130,339527,3.358321,Solace,Afonso Poyart,101,Crime|Drama|Mystery,FilmNation Entertainment,474,6.2,2015,0.0,20566197.1908732,20566197.1908732
131,339527,3.358321,Solace,Afonso Poyart,101,Crime|Drama|Mystery,Flynn Picture Company,474,6.2,2015,0.0,20566197.1908732,20566197.1908732
132,105864,3.3391349999999997,The Good Dinosaur,Peter Sohn,93,Adventure|Animation|Comedy|Family|Fantasy,Walt Disney Pictures,1087,6.6,2015,160999929.16003102,305371920.876354,144371991.71632296
133,105864,3.3391349999999997,The Good Dinosaur,Peter Sohn,93,Adventure|Animation|Comedy|Family|Fantasy,Pixar Animation Studios,1087,6.6,2015,160999929.16003102,305371920.876354,144371991.71632296
134,105864,3.3391349999999997,The Good Dinosaur,Peter Sohn,93,Adventure|Animation|Comedy|Family|Fantasy,Buena Vista,1087,6.6,2015,160999929.16003102,305371920.876354,144371991.71632296
135,241554,3.23737,Run All Night,Jaume Collet-Serra,114,Action|Crime|Drama|Mystery|Thriller,Vertigo Entertainment,814,6.3,2015,45999979.7600089,65836683.5118592,19836703.7518503
136,241554,3.23737,Run All Night,Jaume Collet-Serra,114,Action|Crime|Drama|Mystery|Thriller,Energy Entertainment,814,6.3,2015,45999979.7600089,65836683.5118592,19836703.7518503
137,241554,3.23737,Run All Night,Jaume Collet-Serra,114,Action|Crime|Drama|Mystery|Thriller,RatPac-Dune Entertainment,814,6.3,2015,45999979.7600089,65836683.5118592,19836703.7518503
138,167073,3.227329,Brooklyn,John Crowley,111,Drama|Romance,Wildgaze Films,754,7.3,2015,10119995.5472019,57110024.5915891,46990029.0443872
139,167073,3.227329,Brooklyn,John Crowley,111,Drama|Romance,Irish Film Board,754,7.3,2015,10119995.5472019,57110024.5915891,46990029.0443872
140,167073,3.227329,Brooklyn,John Crowley,111,Drama|Romance,Item 7,754,7.3,2015,10119995.5472019,57110024.5915891,46990029.0443872
141,167073,3.227329,Brooklyn,John Crowley,111,Drama|Romance,Parallel Film Productions,754,7.3,2015,10119995.5472019,57110024.5915891,46990029.0443872
142,277216,3.2027189999999996,Straight Outta Compton,F. Gary Gray,147,Drama|Music,New Line Cinema,918,7.7,2015,25759988.665604897,185504110.098191,159744121.4325861
143,277216,3.2027189999999996,Straight Outta Compton,F. Gary Gray,147,Drama|Music,Universal Pictures,918,7.7,2015,25759988.665604897,185504110.098191,159744121.4325861
144,277216,3.2027189999999996,Straight Outta Compton,F. Gary Gray,147,Drama|Music,Legendary Pictures,918,7.7,2015,25759988.665604897,185504110.098191,159744121.4325861
145,277216,3.2027189999999996,Straight Outta Compton,F. Gary Gray,147,Drama|Music,Cube Vision,918,7.7,2015,25759988.665604897,185504110.098191,159744121.4325861
146,277216,3.2027189999999996,Straight Outta Compton,F. Gary Gray,147,Drama|Music,Broken Chair Flickz,918,7.7,2015,25759988.665604897,185504110.098191,159744121.4325861
147,274854,3.080505,The Last Witch Hunter,Breck Eisner,106,Fantasy|Action|Adventure,Summit Entertainment,879,5.6,2015,82799963.56801601,129164861.16746101,46364897.599445
148,274854,3.080505,The Last Witch Hunter,Breck Eisner,106,Fantasy|Action|Adventure,Atmosphere Entertainment MM,879,5.6,2015,82799963.56801601,129164861.16746101,46364897.599445
149,274854,3.080505,The Last Witch Hunter,Breck Eisner,106,Fantasy|Action|Adventure,One Race Films,879,5.6,2015,82799963.56801601,129164861.16746101,46364897.599445
150,274854,3.080505,The Last Witch Hunter,Breck Eisner,106,Fantasy|Action|Adventure,Goldmann Pictures,879,5.6,2015,82799963.56801601,129164861.16746101,46364897.599445
151,274854,3.080505,The Last Witch Hunter,Breck Eisner,106,Fantasy|Action|Adventure,NeoReel,879,5.6,2015,82799963.56801601,129164861.16746101,46364897.599445
152,321697,3.0795220000000003,Steve Jobs,Danny Boyle,122,History|Drama,Universal Pictures,1035,6.9,2015,27599987.856005296,31686509.2179359,4086521.361930605
153,321697,3.0795220000000003,Steve Jobs,Danny Boyle,122,History|Drama,Scott Rudin Productions,1035,6.9,2015,27599987.856005296,31686509.2179359,4086521.361930605
154,321697,3.0795220000000003,Steve Jobs,Danny Boyle,122,History|Drama,Legendary Pictures,1035,6.9,2015,27599987.856005296,31686509.2179359,4086521.361930605
155,321697,3.0795220000000003,Steve Jobs,Danny Boyle,122,History|Drama,The Mark Gordon Company,1035,6.9,2015,27599987.856005296,31686509.2179359,4086521.361930605
156,321697,3.0795220000000003,Steve Jobs,Danny Boyle,122,History|Drama,Management 360,1035,6.9,2015,27599987.856005296,31686509.2179359,4086521.361930605
157,203801,3.0534209999999997,The Man from U.N.C.L.E.,Guy Ritchie,116,Comedy|Action|Adventure,Davis Entertainment,1548,7.0,2015,68999969.64001329,99493456.50287908,30493486.86286579
158,203801,3.0534209999999997,The Man from U.N.C.L.E.,Guy Ritchie,116,Comedy|Action|Adventure,Warner Bros.,1548,7.0,2015,68999969.64001329,99493456.50287908,30493486.86286579
159,203801,3.0534209999999997,The Man from U.N.C.L.E.,Guy Ritchie,116,Comedy|Action|Adventure,Wigram Productions,1548,7.0,2015,68999969.64001329,99493456.50287908,30493486.86286579
160,203801,3.0534209999999997,The Man from U.N.C.L.E.,Guy Ritchie,116,Comedy|Action|Adventure,RatPac-Dune Entertainment,1548,7.0,2015,68999969.64001329,99493456.50287908,30493486.86286579
