tweet_id,timestamp,rating_numerator,rating_denominator,name,age_stages,retweet_count,favorite_count,jpg_url,img_num,predictions,results
888917238123831296,2017-07-23 00:22:39,12,10,Jim,,4709,29611,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,True
888804989199671297,2017-07-22 16:56:37,13,10,Zeke,,4559,26080,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,True
888554962724278272,2017-07-22 00:23:06,13,10,Ralphus,,3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,siberian_husky,True
888078434458587136,2017-07-20 16:49:33,12,10,Gerald,,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,french_bulldog,True
887705289381826560,2017-07-19 16:06:48,13,10,Jeffrey,,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,True
887517139158093824,2017-07-19 03:39:09,14,10,,,12082,46959,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,False
887473957103951883,2017-07-19 00:47:34,13,10,Canela,,18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,pembroke,True
887343217045368832,2017-07-18 16:08:03,13,10,,,10737,34222,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,mexican_hairless,True
887101392804085760,2017-07-18 00:07:08,12,10,,,6167,31061,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,samoyed,True
886983233522544640,2017-07-17 16:17:36,13,10,Maya,,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,chihuahua,True
886736880519319552,2017-07-16 23:58:41,13,10,Mingus,,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,True
886680336477933568,2017-07-16 20:14:00,13,10,Derek,,4610,22798,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,False
886366144734445568,2017-07-15 23:25:31,12,10,Roscoe,pupper,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,french_bulldog,True
886258384151887873,2017-07-15 16:17:19,13,10,Waffles,,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,True
885984800019947520,2017-07-14 22:10:11,12,10,Jimbo,,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,blenheim_spaniel,True
885528943205470208,2017-07-13 15:58:47,13,10,Maisey,,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,True
885167619883638784,2017-07-12 16:03:00,13,10,,,4556,22367,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,True
884925521741709313,2017-07-12 00:01:00,12,10,Earl,,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,italian_greyhound,True
884876753390489601,2017-07-11 20:47:12,13,10,Lola,,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,True
884562892145688576,2017-07-11 00:00:02,13,10,Kevin,,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,True
884441805382717440,2017-07-10 15:58:53,14,10,,,5856,27478,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,pembroke,True
884162670584377345,2017-07-09 21:29:42,12,10,Yogi,doggo,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,german_shepherd,True
883838122936631299,2017-07-09 00:00:04,12,10,Noah,,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,doberman,True
883482846933004288,2017-07-08 00:28:19,5,10,Bella,,10407,46860,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,True
883360690899218434,2017-07-07 16:22:55,13,10,Grizzwald,floofer,3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,True
883117836046086144,2017-07-07 00:17:54,13,10,,,6949,37914,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,True
882992080364220416,2017-07-06 15:58:11,13,10,Rusty,,4122,24445,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,eskimo_dog,True
882762694511734784,2017-07-06 00:46:41,12,10,Gus,pupper,5134,28903,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,labrador_retriever,True
882627270321602560,2017-07-05 15:48:34,13,10,Stanley,,6342,28382,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,pembroke,True
882268110199369728,2017-07-04 16:01:23,13,10,Alfy,,12118,45880,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,True
882045870035918850,2017-07-04 01:18:17,13,10,Koko,,5203,29900,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site,False
881906580714921986,2017-07-03 16:04:48,12,10,Rey,,3533,24773,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,weimaraner,True
881666595344535552,2017-07-03 00:11:11,13,10,Gary,,11099,51522,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,saluki,True
881536004380872706,2017-07-02 15:32:16,14,10,,pupper,16570,50199,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,samoyed,True
881268444196462592,2017-07-01 21:49:04,12,10,Elliot,,5358,23501,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker,False
880935762899988482,2017-06-30 23:47:07,13,10,Louis,,2886,17346,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street_sign,False
880872448815771648,2017-06-30 19:35:32,12,10,,,3989,21734,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,pembroke,True
880465832366813184,2017-06-29 16:39:47,12,10,Bella,,6546,29075,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,True
880221127280381952,2017-06-29 00:27:25,12,10,Jesse,,4436,27640,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,chihuahua,True
880095782870896641,2017-06-28 16:09:20,11,10,,,4533,28150,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,True
879862464715927552,2017-06-28 00:42:13,13,10,Romeo,,3642,22667,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,True
879492040517615616,2017-06-27 00:10:17,12,10,Bailey,,3323,23822,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,german_short-haired_pointer,True
879415818425184262,2017-06-26 19:07:24,13,10,Duddles,,45849,107956,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,english_springer,True
879376492567855104,2017-06-26 16:31:08,12,10,Jack,,3261,17099,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,tricycle,False
879050749262655488,2017-06-25 18:56:45,11,10,Steven,,4941,23022,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,tabby,False
879008229531029506,2017-06-25 16:07:47,13,10,Beau,,2812,19317,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,True
878776093423087618,2017-06-25 00:45:22,13,10,Snoopy,puppo,4319,19763,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,italian_greyhound,True
878281511006478336,2017-06-23 16:00:04,13,10,Shadow,,1349,7913,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,True
878057613040115712,2017-06-23 01:10:23,14,10,Emmy,,7181,42876,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,french_bulldog,True
877736472329191424,2017-06-22 03:54:17,13,10,Aja,,17300,71144,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,chesapeake_bay_retriever,True
877556246731214848,2017-06-21 15:58:08,12,10,Penny,,3994,23258,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,True
877316821321428993,2017-06-21 00:06:44,13,10,Dante,,5414,27907,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,saluki,True
877201837425926144,2017-06-20 16:29:50,12,10,Nelly,,5880,27755,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,pembroke,True
876838120628539392,2017-06-19 16:24:33,12,10,Ginger,pupper,3506,21125,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,True
876484053909872640,2017-06-18 16:57:37,13,10,Benedict,,2511,19163,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,True
876120275196170240,2017-06-17 16:52:05,13,10,Venti,,4903,28490,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,bernese_mountain_dog,True
875747767867523072,2017-06-16 16:11:53,13,10,Goose,,4497,25773,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,labrador_retriever,True
875144289856114688,2017-06-15 00:13:52,13,10,Nugget,,5081,22185,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,siberian_husky,True
875021211251597312,2017-06-14 16:04:48,12,10,,,4922,26022,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,west_highland_white_terrier,True
874680097055178752,2017-06-13 17:29:20,12,10,Cash,,4875,28439,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,labrador_retriever,True
874296783580663808,2017-06-12 16:06:11,13,10,Jed,pupper,4308,26651,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,True
874057562936811520,2017-06-12 00:15:36,12,10,,,4125,23134,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,True
874012996292530176,2017-06-11 21:18:31,13,10,Sebastian,puppo,11007,35501,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,cardigan,True
873580283840344065,2017-06-10 16:39:04,13,10,,,4143,24837,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,newfoundland,True
873213775632977920,2017-06-09 16:22:42,12,10,Sierra,pupper,1667,7467,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,True
872967104147763200,2017-06-09 00:02:31,12,10,,doggo,5669,28031,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,labrador_retriever,True
872820683541237760,2017-06-08 14:20:41,13,10,,,3884,15029,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,True
872620804844003328,2017-06-08 01:06:27,13,10,Monkey,,3911,21309,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,True
872486979161796608,2017-06-07 16:14:40,12,10,,,9429,41606,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,pembroke,True
872261713294495745,2017-06-07 01:19:32,13,10,Harry,,6649,35085,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,labrador_retriever,True
872122724285648897,2017-06-06 16:07:15,12,10,Kody,,8549,35324,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,basketball,False
871879754684805121,2017-06-06 00:01:46,13,10,Lassie,,11918,39090,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,shetland_sheepdog,True
871762521631449091,2017-06-05 16:15:56,12,10,Rover,pupper,3678,20787,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,labrador_retriever,True
871515927908634625,2017-06-04 23:56:03,12,10,Napolean,doggo,3628,20730,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,komondor,True
871032628920680449,2017-06-03 15:55:36,13,10,Boomer,,3999,23255,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,kelpie,True
870804317367881728,2017-06-03 00:48:22,11,10,,,6393,33791,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,home_theater,False
870656317836468226,2017-06-02 15:00:16,13,10,Cody,,2817,12819,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,pembroke,True
870374049280663552,2017-06-01 20:18:38,13,10,Zoey,,27680,85011,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever,True
870308999962521604,2017-06-01 16:00:09,13,10,Rumble,,4384,22453,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,greater_swiss_mountain_dog,True
870063196459192321,2017-05-31 23:43:25,14,10,Clifford,,8840,37771,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,1,comic_book,False
869772420881756160,2017-05-31 04:27:59,13,10,Dewey,,10663,43710,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,pembroke,True
869702957897576449,2017-05-30 23:51:58,13,10,Stanley,,6728,29116,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,pembroke,True
869596645499047938,2017-05-30 16:49:31,12,10,Scout,doggo,3327,16476,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,chihuahua,True
869227993411051520,2017-05-29 16:24:37,13,10,Gizmo,,4023,21112,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,pembroke,True
868880397819494401,2017-05-28 17:23:24,14,10,Walter,,12518,55098,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1,laptop,False
868622495443632128,2017-05-28 00:18:35,13,10,,,6275,28295,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,labrador_retriever,True
868552278524837888,2017-05-27 19:39:34,12,10,Cooper,,2240,10539,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,whippet,True
867900495410671616,2017-05-26 00:29:37,12,10,,,4439,24964,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,labrador_retriever,True
867774946302451713,2017-05-25 16:10:44,13,10,Harold,,7788,35179,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,border_collie,True
867421006826221569,2017-05-24 16:44:18,12,10,Shikha,puppo,2697,16755,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,eskimo_dog,True
867051520902168576,2017-05-23 16:16:06,13,10,,,8425,33420,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,samoyed,True
866686824827068416,2017-05-22 16:06:55,12,10,Lili,,3727,20070,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,flat-coated_retriever,True
866450705531457537,2017-05-22 00:28:40,13,10,Jamesy,pupper,32883,106827,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2,french_bulldog,True
866334964761202691,2017-05-21 16:48:45,12,10,Coco,,15546,54720,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,1,samoyed,True
865718153858494464,2017-05-19 23:57:46,13,10,Boomer,,6008,26640,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,golden_retriever,True
865359393868664832,2017-05-19 00:12:11,13,10,Sammy,,5384,27530,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,chesapeake_bay_retriever,True
865006731092295680,2017-05-18 00:50:50,13,10,Nelly,,8209,29063,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,pembroke,True
864873206498414592,2017-05-17 16:00:15,14,10,,,9361,33651,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,2,pole,False
864279568663928832,2017-05-16 00:41:21,12,10,Meatball,,3266,15195,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1,bull_mastiff,True
864197398364647424,2017-05-15 19:14:50,13,10,Paisley,,9616,31459,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4,golden_retriever,True
863907417377173506,2017-05-15 00:02:33,13,10,Albus,,4441,21477,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,1,marmot,False
863553081350529029,2017-05-14 00:34:33,13,10,Neptune,,4489,15935,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,1,eskimo_dog,True
863432100342583297,2017-05-13 16:33:49,12,10,Belle,,5664,24829,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,1,staffordshire_bullterrier,True
863062471531167744,2017-05-12 16:05:02,13,10,Quinn,,2687,8945,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2,french_bulldog,True
862831371563274240,2017-05-12 00:46:44,13,10,Zooey,,5457,20011,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2,australian_terrier,True
862722525377298433,2017-05-11 17:34:13,11,10,Dave,,3809,17779,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,1,basset,True
862457590147678208,2017-05-11 00:01:27,13,10,Jersey,,5388,21492,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,1,home_theater,False
862096992088072192,2017-05-10 00:08:34,13,10,,,21840,66437,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2,chow,True
861383897657036800,2017-05-08 00:54:59,13,10,Hobbes,,11528,37744,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1,cardigan,True
861288531465048066,2017-05-07 18:36:02,13,10,,,4479,18032,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,1,syringe,False
861005113778896900,2017-05-06 23:49:50,12,10,Burt,,4119,17538,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,1,german_shepherd,True
860563773140209665,2017-05-05 18:36:06,13,10,Lorenzo,,2334,7878,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,1,cardigan,True
860524505164394496,2017-05-05 16:00:04,13,10,Carl,,5698,24678,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1,bedlington_terrier,True
860276583193509888,2017-05-04 23:34:55,12,10,Jordy,,3745,19154,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,1,lakeside,False
860184849394610176,2017-05-04 17:30:24,14,10,,,6295,17474,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,1,chimpanzee,False
859924526012018688,2017-05-04 00:15:58,12,10,Milky,,4349,20021,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,1,french_bulldog,True
859851578198683649,2017-05-03 19:26:06,13,10,Trooper,,3780,16105,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,4,labrador_retriever,True
859607811541651456,2017-05-03 03:17:27,13,10,,puppo,1704,19476,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1,golden_retriever,True
859196978902773760,2017-05-02 00:04:57,12,10,,,25661,75193,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,1,angora,False
859074603037188101,2017-05-01 15:58:40,13,10,,,14740,35553,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,1,revolver,False
858843525470990336,2017-05-01 00:40:27,13,10,,doggo,3771,16304,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1,golden_retriever,True
858471635011153920,2017-04-30 00:02:42,13,10,Sophie,,5271,22640,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,1,pembroke,True
858107933456039936,2017-04-28 23:57:28,12,10,Wyatt,,3154,16524,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,1,golden_retriever,True
857989990357356544,2017-04-28 16:08:49,12,10,Rosie,,2812,16952,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,1,french_bulldog,True
857746408056729600,2017-04-28 00:00:54,13,10,Thor,,11524,36021,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1,labrador_retriever,True
857393404942143489,2017-04-27 00:38:11,13,10,,,1785,6236,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,3,malamute,True
857263160327368704,2017-04-26 16:00:39,13,10,Oscar,,4934,21041,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1,samoyed,True
857029823797047296,2017-04-26 00:33:27,12,10,Zeke,,4364,19910,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,2,golden_retriever,True
856543823941562368,2017-04-24 16:22:16,12,10,Callie,,3131,17135,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,1,boston_bull,True
856282028240666624,2017-04-23 23:01:59,14,10,Cermet,,6841,29086,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,4,chihuahua,True
855851453814013952,2017-04-22 18:31:02,13,10,,doggo,19196,47844,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,1,flat-coated_retriever,True
855459453768019968,2017-04-21 16:33:22,12,10,,,8987,31657,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,2,blenheim_spaniel,True
854732716440526848,2017-04-19 16:25:34,12,10,Marlee,,6690,24188,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,1,pembroke,True
854482394044301312,2017-04-18 23:50:52,13,10,Arya,,7608,31131,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,1,chihuahua,True
854365224396361728,2017-04-18 16:05:17,13,10,Einstein,,5159,20046,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,1,pembroke,True
854120357044912130,2017-04-17 23:52:16,14,10,,pupper,8285,33911,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,4,black-and-tan_coonhound,True
854010172552949760,2017-04-17 16:34:26,11,10,,doggo,3433,17169,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,1,english_springer,True
853760880890318849,2017-04-17 00:03:50,12,10,Alice,,6403,30414,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,1,miniature_pinscher,True
853639147608842240,2017-04-16 16:00:07,13,10,,,11265,37198,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,1,german_shepherd,True
853299958564483072,2017-04-15 17:32:18,13,10,Rumpole,,3928,16508,https://pbs.twimg.com/media/C9eHyF7XgAAOxPM.jpg,1,grille,False
852912242202992640,2017-04-14 15:51:39,12,10,Benny,,2037,9658,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,1,great_dane,True
852672615818899456,2017-04-13 23:59:28,12,10,Aspen,,2388,15939,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,1,golden_retriever,True
852553447878664193,2017-04-13 16:05:56,13,10,Jarod,,3885,17492,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,1,bloodhound,True
852311364735569921,2017-04-13 00:03:59,13,10,Wiggles,,10961,35325,https://pbs.twimg.com/media/C9QEqZ7XYAIR7fS.jpg,1,barbell,False
852226086759018497,2017-04-12 18:25:07,14,10,General,,7570,21378,https://pbs.twimg.com/ext_tw_video_thumb/852223481894903808/pu/img/JWNq40ol4DXvHoUP.jpg,1,prison,False
852189679701164033,2017-04-12 16:00:27,12,10,Sailor,,1741,12217,https://pbs.twimg.com/media/C9OV99SXsAEmj1U.jpg,1,barrow,False
851591660324737024,2017-04-11 00:24:08,11,10,,,3819,17300,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,1,cardigan,True
851464819735769094,2017-04-10 16:00:07,14,10,Iggy,,7855,25944,https://pbs.twimg.com/media/C9ECujZXsAAPCSM.jpg,2,web_site,False
851224888060895234,2017-04-10 00:06:42,13,10,Snoop,,6350,22090,https://pbs.twimg.com/media/C9AohFoWsAUmxDs.jpg,3,car_mirror,False
850753642995093505,2017-04-08 16:54:09,11,10,Kyle,,10352,33348,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,1,pug,True
850380195714523136,2017-04-07 16:10:12,13,10,Leo,,2915,13994,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,1,yorkshire_terrier,True
850145622816686080,2017-04-07 00:38:06,11,10,Riley,,4244,17519,https://pbs.twimg.com/media/C8xS655XkAAv9vo.jpg,2,tennis_ball,False
850019790995546112,2017-04-06 16:18:05,12,10,Boomer,pupper,5459,21944,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,3,shetland_sheepdog,True
849776966551130114,2017-04-06 00:13:11,12,10,,,8404,32390,https://pbs.twimg.com/media/C8sDpDWWsAE5P08.jpg,2,chihuahua,True
849412302885593088,2017-04-05 00:04:08,12,10,Noosh,,3487,17039,https://pbs.twimg.com/media/C8m3-iQVoAAETnF.jpg,4,schipperke,True
849336543269576704,2017-04-04 19:03:06,11,10,,,2101,12240,https://pbs.twimg.com/media/C8lzFC4XcAAQxB4.jpg,1,patio,False
